sphere;shortName;onMap?;gridRef;xCoord;yCoord;sphereRadius;primaryBody;Planet 1;Orbit Radius (million miles);Orbit Track;Planet 2;Orbit Radius (million miles);Orbit Track;Planet 3;Orbit Radius (million miles);Orbit Track;Planet 4;Orbit Radius (million miles);Orbit Track;Planet 5;Orbit Radius (million miles);Orbit Track;Planet 6;Orbit Radius (million miles);Orbit Track;Planet 7;Orbit Radius (million miles);Orbit Track;Planet 8;Orbit Radius (million miles);Orbit Track;Planet 9;Orbit Radius (million miles);Orbit Track;Planet 10;Orbit Radius (million miles);Orbit Track;Planet 11;Orbit Radius (million miles);Orbit Track;Planet 12;Orbit Radius (million miles);Orbit Track;Planet 13;Orbit Radius (million miles);Orbit Track;Planet 14;Orbit Radius (million miles);Orbit Track;Planet 15;Orbit Radius (million miles);Orbit Track;Planet 16;Orbit Radius (million miles);Orbit Track;Planet 17;Orbit Radius (million miles);Orbit Track;Planet 18;Orbit Radius (million miles);Orbit Track;Planet 19;Orbit Radius (million miles);Orbit Track;Planet 20;Orbit Radius (million miles);Orbit Track;Planet 21;Orbit Radius (million miles);Orbit Track;Planet 22;Orbit Radius (million miles);Orbit Track;Planet 23;Orbit Radius (million miles);Orbit Track;region;flowRiver;population;activity;controlled;description;source;creator;website;isKnown
Chonguspace;;No;;;;17600;Achim Hae;Ch'o-sungdal;40;I2;Sylvan;80;I4;Won;160;I8;Kong-gi;400;O1;Gajinpoor;1200;O3;Chonyonk Hae;1200;O3;Tayangsong;2600;O7;Won t'ong;6000;O15;Chusawi;8800;O22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;Oriental;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Clirtalere Space;;No;;;;1;Cilirtalere;Broy Lirh;0,5;I0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Core space;;No;;;;837;Solinus;Agari;69,75;I3;Jardan;74,4;I4;Triterra;82,77;I4;Akadia;102,3;I5;Noringraad;232,5;I12;Malstrom;353,4;O1;Jewelled Ring 1;372;O1;Jewelled Ring 2;390,6;O1;Jewelled Ring 3;409,2;O1;Gorin;418,5;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;Very Low;None;Very distant (3.7 years travel);;Richard Magnan;http://www.spelljammer.org/worlds/Corespace/;
Down System;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Elbrispace;;No;;;;400;Elbri;Bundwoff;60;I3;Ambereye;100;I5;Yantulma;140;I7;Dolsgoi;200;I10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;Nearby: Violet, Simocoles, Yongwu, Threghwuga;Spelljammer Mailing List;Paul Arnold Stetzel;;
Fadespace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fane's Star;;No;;;;0;Fane's Star;Dendras;;;Margvelkak;;;Kelbar;;;Salitt;;;Dreen;;;Shalinsar;;;Breakpoint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Farspace;;;;;;;Knightfall;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=3952;
Foiglex;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Garnetisphere;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Grinspace;;No;;;;4000;Pstewped;Frungdys;80;I4;Three Mile Smile;120;I6;Todlanay;200;I10;Duarghe;800;O2;Wenyagittle;2000;O5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;Grin Reaper;Between Xepmeg and Garnetisphere, near Lone Star, Zeothmal, Pledorilspace, Kelirradspace and Humming Sphere;Spelljammer Mailing List;Paul Arnold Stetzel;;
Hyboriaspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbaric planets only.;Conan;Twin Agate Dragons;www.thepiazza.org/bb/viewtopic.php?f=2&t=4749&view=previous;
Kalespace;;No;;;;0;The Crimson Light;Blackash;;;Zeligos;;;Aael;;;Brair;;;Varn;;;Kale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Farspace;;;;;;;Knightfall;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=3952;
Kulanspace;;No;;;;7440;Sun, Kulanspace;Halne;36;I2;Belt of Trel;67;I3;Kulan;93;I5;V'sal;142;I7;The Floating Maze;250;I13;Zu;483;O1;Karel;888;O2;Tor;1784;O4;Seln;2794;O7;The Fracture;3720;O9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Farspace;;;;;;;Knightfall;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=3952;
Listspace;;No;;;;24712;Sun, Listspace;Trah;63;I3;Asteroid Belt Alpha;78;I4;Primion;134;I7;Garden, Listspace;267;I13;List IV;390;O1;Merchant's Belt, Listspace;802;O2;List V;2043;O5;Seesha;2761;O7;List VII;3649;O9;List VIII;4404;O11;Skerrickt;4785;O12;Asteroid Belt Gamma;6027;O15;List X;6384;O16;List XI;7950;O20;Asteroid Belt Delta;9557;O24;List XII;11204;O28;Listspace Ice Belt;12356;O31;;;;;;;;;;;;;;;;;;;;;;;;Sphere created on Spelljammer Mailing List (aka Webspace);Spelljammer Mailing List;Terry Hawkins/Shared;www.spelljammer.org/worlds/Webspace/index.html;
Lordspace  ;;No;;;;10642;Son;Hades, Lordspace;59;I3;Ephesus;171;I9;Smyrna;302;O1;Pergamum;368;O1;Thyatira;1197;O3;Sardis;3001;O8;Philadelphia;4830;O12;Laodicea;5321;O13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;Low;Self;It should not be allowed to exist unless the Church Clerics Campaign adaption is being used.;;Rovion;;
Mangrinarspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Near Garnetisphere and Mangrinarspace, on 5 flow rivers, near flow beacon;Spelljammer Mailing List;Paul Arnold Stetzel;;
Mathspace;;No;;;;75000;;;37500;O94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andrew Maguire;;
Mullama;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Pernspace;;No;;;;0;Rukbat;small;;;small;;;Pern;;;asteroid belt;;;gas giant;;;asteroid belt;;;earth sized;;;Red star;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dragon Rider series;Ann McCathrey;;
Petalspace;;No;;;;558;Tuléng;Ülétl;31,81;I2;Riruchél;66,37;I3;Tékumel;92,85;I5;Shíchel;170,9;I9;Zirúna;279,06;I14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Empire of the Petal Throne;Professor M.A.R. Barker;http://www.tekumel.com/index.html;
Pharaohspace;;No;;;;6400;Pyramid;Ra;100;I5;Mum Meekhamen;160;I8;Nokantha;400;O1;Addibaba;800;O2;Ankh;3200;O8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Pledorilspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Port Grokura Space;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Ravenspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ravenloft Sphere;Beyond the Moons;Gavin_Koh;lost.spelljammer.org/DrawingBoard/xover/Ravenspace.html;
Scarnspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Scarred Lands setting;White Wolf;;
Screenspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Shadowlight Space;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Simocoles;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Sirxegan Space;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Solspace;;No;;;;1776;Earth a.k.a. Terra;Luna;0,25;I0;Mercury;36;I2;Venus;67;I3;Sol;93;I5;Mars;142;I7;Jupiter;483;O1;Saturn;888;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Human;Low;None;This sphere uses the Earth at the center of the system organization and repesents our Solarsystem as it was believed to be during the Darkages. However, magic works. Some individuals are aware of spelljamming. Use the Age of Charlemange and Vikings History;HR series;;;
Soreel;;No;;;;7320;Sun, Soreelspace;Nakeel;17;I1;Sigoon;61;I3;Ke'un;136;I7;Soreel;238;I12;Arimal;437;O1;Nuva;1562;O4;Tisha;2843;O7;Marook;3660;O9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;High;Self;Near Krynn, or Wyrmspace (Krynn II);;R. Rothwell;thedamnforum.proboards.com/index.cgi?board=soreelspace&action=display&thread=69;
Thedasspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dragon Age setting;Dragon Age;Bioware;;
Threghwuga;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Tristar;;No;;;;0;The Brightness;Uelit;0;I0;Vak;0;I0;Tristar One;;;Tristar Two;;;The Ice Belt;;;Tristar Three;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Farspace;;;;;;;Knightfall;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=3952;
Valarspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Versespace;;No;;;;0;White Sun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Firefly/Serenity;;;
Violetspace;;No;;;;800;Center;Smallest;50;I3;Skew;55;I3;Two Moons;111;I6;Twin One;160;I8;One Moon;200;I10;Twin Two;400;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;Near Clirtalere, Vwoskgu and simocoles, weak flows to Threghwuga, Blowspace, Yongwu and Agyffasspace;Spelljammer Mailing List;Paul Arnold Stetzel;;
Voidspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=6373&start=0;
Vwoskguspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;Nearby: Foiglex, Screenspace, Violet, Vwoskgu, Mullama, Yongwu and Simocoles;Spelljammer Mailing List;Paul Arnold Stetzel;;
Warspace;;No;;;;100;Helm of Warspace;Chaos;50;I3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;None;None;None;This sphere, the only of its kind to actually spelljam like a ship, has a sun that was made by the Vorshaks. Using the helm destroys all planetary bodies within a sphere.;;Rovion;;
Wyrmspace/Krynn;;No;;;;9042;Paladine;Ra'st;40;I2;Ithea;142;I7;Krynn;212;I11;Lyrl;373;O1;Draconos' Belt;1199;O3;Wyrm;1956;O5;Zivilyn 2;3626;O9;The Dark;4521;O11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The sphere Krynn got moved to;Dragons of a vanished Moon;James Scamihorn;www.dlnexus.com/downloads/15456.pdf;
Wyrmstonespace;;No;;;;0;The Hearth;Issara;;;Raniah;;;Daigon;;;Liunonda;;;Qu'ulsis and The Web;;;Shahan;;;The Hollow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Revenant Games;http://wyrmstone.org/t/page/;
Xepmegspace;;No;;;;326;Star Gate;Trouesha;60;I3;Vinkand;80;I4;Naendoff;140;I7;Kandol;163;I8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;Between Grinspace and Dehmpridum;Spelljammer Mailing List;Paul Arnold Stetzel;;
Yongwu;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Yragonspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
