name;size;diameter;shape;details;type;primaryBody;moons;rings;enviroment;population;description;sphere;shortName;onMap?;notes;source;creator;website
Krag;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Mish;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Morath;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Tiqua;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Dreki;;;;;;;;;;;;Fjordspace;Fjord;Yes;;;;
Jotun;;;;;;;;;;;;Fjordspace;Fjord;Yes;;;;
Muspell;;;;;;;;;;;;Fjordspace;Fjord;Yes;;;;
Nithav;;;;;;;;;;;;Fjordspace;Fjord;Yes;;;;
Fungo 1;;;;;;;;;;;;Fungospace;Fungo;Yes;;;;
Fungo 2;;;;;;;;;;;;Fungospace;Fungo;Yes;;;;
Fungo 3;;;;;;;;;;;;Fungospace;Fungo;Yes;;;;
Fungo 4;;;;;;;;;;;;Fungospace;Fungo;Yes;;;;
Fungo 5;;;;;;;;;;;;Fungospace;Fungo;Yes;;;;
Tel’Quesseron;;;;;;;;;;Elves;;Glowrings Sphere;Glowrings;Yes;Conquered by Scro;;;
Mefesk;;;;;;;;;;Wolf-people;;Lorpulanspace;Lorpulan;Yes;;;;
World of the Lost Ones;;;;;;;;;;Clockwork Horrors;;Lost One's Sphere;Lost One's;Yes;Homeworld of the clockwork horrors.;MC7 Monstrous Compendium Spelljammer Appendix. Dragon #350, page 59.;;
Carrigmore;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Ouno;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Palpatur;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Praemal;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Serran;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Yragon;;;;;;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Inner Mindspace Belt;;;;;;;;;;;;Mindspace;Mind;Yes;;;;
Mind 1;;;;;;;;;;;;Mindspace;Mind;Yes;;;;
Mind 2;;;;;;;;;;;;Mindspace;Mind;Yes;;;;
Outer Mindspace Belt;;;;;;;;;;;;Mindspace;Mind;Yes;;;;
Dead World;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Desert World;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Fire World;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Melodya;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Mirror Prime;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Sun, Mirrorspace;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Tamargon;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
The Backwaters;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Wartorn;;;;;;;;;;;;Mirrorspace;Mirror;Yes;;;;
Mingo Vortex;;;;;;;;;;;;Mongospace;Mongo;Yes;;;;
Bondel;;;;;;;;;;;;Morunespace;Morune;Yes;;The Radiant Dragon, p285.;;
Nemeliador;;;;;;;;;;;;Numosspace;Numos;Yes;;;;
Lora;;;;;;;;;;;;Omnispace;Omni;Yes;;;;
Ortho;;;;;;;;;;;;Orthospace;Ortho;Yes;Harmonium homeworld.;The Factol's Manifesto.;;
Gelidia;;;;;;;;;Icy;;;Osternaaspace;Osternaa;Yes;;;;
The Vortex;;;;;;;;;;;;Pillarspace;Pillar;Yes;;;;
Parcelius;;;;;;;;;;;;Plebosspace;Plebos;Yes;likely a fairly cosmopolitan, spelljammer-aware world.;Into the Void, p200.;;
Hoodman's Guard;A;;;;;;;;;;;Ragespace  ;Rage;Yes;Base;;;
Newhaven;A;;△;Station;;;;;;;;Ragespace  ;Rage;Yes;Arcane base;;;
The Bitch's Threesome;;;;;;;;;;;;Ragespace  ;Rage;Yes;;;;
Zenuvia;;;;;;;;;;;;Rainspace;Rain;Yes;Gargantuan flytraps;;;
Barexina;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Drenaelea;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Lasarnia;;;;;;Sarûnia;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Ninachta;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Sarûnia;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Tinorous;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Yellow Sun;;;;;;;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Sarus;;;;;;;;;;;;Saurialspace;Saurial;Yes;;;;
Seelispace IV centre;;;;;;;;;;;;Seeliespace IV;Seelie IV;Yes;;;;
The Cold;;;#NAME?;;;;;;;;;Seskotspace;Seskot;Yes;;;;
Sydia;;;;;;;;;;;;Sidiusspace;Sidius;Yes;Paladin Orders that hold the Spelljammer as a thing of whoreship;;;
Lar;;;;;;;;;;;;Sillusspace;Sillus;Yes;;SJS1 p.5;Bruce Nesmith (TSR);
Beacon;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Beros;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Caronax;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Ephos;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Iris;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Octerak;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Shorakoth;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Swarm;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Tileria;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Tyrisa;;;;;;;;;;;;Solarisspace;Solaris;Yes;;;;
Fragments;;;;;;;;;;;;Spindlespace;Spindle;Yes;;;;
Lattice;;;;;;;;;;;;Spindlespace;Spindle;Yes;;;;
Godshome;E;;;;;;;;;;;Splatterspace;Splatter;Yes;;;;
Diadoai;C;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
Diadolai;;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
Pelselond;;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
Pelselond;C;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
Tellene;;;;;;;3;;;;;Tellenespace;Tellene;Yes;The Kingdoms of Kalamar campaign setting.;Kingdoms of Kalamar  ;;
Veshemo;;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
Veshemo;D;;;;;Tellene;;;;;;Tellenespace;Tellene;Yes;;;;
hoppers;;;;;;;;;;;;Trailspace;Trail;Yes;;;;
Trail;;;;;;;;;;;;Trailspace;Trail;Yes;;;;
The Web;;;‡;;;;;;;;;Vodonispace  ;Vodoni;Yes;;;;
Heaven's Bridge;;;‡;;;Ghenrek IV / Gaia;;;;;;Wilderlandsspace;Wilderlands;Yes;;;;
Whyst;;;;;;;;;;;;Winterspace;Winter;Yes;;;;
Charyb;B;;;;Earth;Söll;;;;;;Hammerspace;Hammer;Yes;;;;
Deiamol;D;;;;Fire;Söll;1;;;;;Hammerspace;Hammer;Yes;;;;
Tigris;C;;;;Earth;Söll;2;;;;;Hammerspace;Hammer;Yes;;;;
The Fated Place;D;;;;Earth;Söll;2;;;;;Hammerspace;Hammer;Yes;;;;
Verdra;B;;;;Earth;Söll;1;;;;;Hammerspace;Hammer;Yes;;;;
Locratia;E;;;;Earth;Söll;7;;;;;Hammerspace;Hammer;Yes;;;;
Isharna;G;;;;Air;Söll;13;;;;;Hammerspace;Hammer;Yes;;;;
Loekia;F;;;;Air;Söll;6;;;;;Hammerspace;Hammer;Yes;;;;
Voelia;F;;;;Air;Söll;14;;;;;Hammerspace;Hammer;Yes;;;;
Obscuria;A;;;;Ice;Söll;1;;;;;Hammerspace;Hammer;Yes;;;;
The Ring of Siberys;A-D;;‡;;Air/Water;;;;;;;Siberspace;Siberys;Yes;;;WotC;
Ebberon;E;7926,38;;;Earth;;13;;;;;Siberspace;Siberys;Yes;Ebberon campaign setting;;WotC;
Ringling;F;;;;Air;;;;;;An Air-body primary, it still provides a decent amount of light to see through some mechanism deep within it.;Clownspace;Clown;Yes;;;;
Désolée;D;;◗;;Earth;Ringling;;;;;A flat Earth-body, it rotates its faces towards the sun so it still has a day and night cycle, though there are communities in perpetual twilight on the sides (which are quite thin). Center for the most anti-clown rebellion in the system.;Clownspace;Clown;Yes;;;;
Barnoom;D;;?;;Earth;Ringling;1;;;;"A Torus-shaped Earth-body, it lies perpendicular to Ringling so that the inside of the Torus gets very little light. This functions as equivalent to an Underdark and is the primary headquarters of the Space Clowns, centered in their capital: The Dark Carnival, which floats menacingly in the center of the Torus.  Its moon is Bay-Lee [Barnum & Bailey]. A Size A Air-body with a Water-type ring around it. The habitable side of the ring faces away from Barnoom. Populations live on islands floating in the ring. Each island has a ""temple"" dedicated to the Space Clowns, on which they yearly give sacrifices to their Clown Gods. Each temple resembles a cross between a circus tent and a Ziggurat.";Clownspace;Clown;Yes;;;;
Arrah;G;;;;Fire;;;;;;;Siberspace;Siberys;Yes;;;WotC;
